,0,1,2,3,4,5,6,7,8,9
0,-3.52599747064,-4.54472272853,-3.9687340613,-4.45924254885,-3.82089419286,-3.83123324603,-4.49693711886,-3.68007297943,-4.06442839593,-3.65131208897
1,-4.98744777504,-5.14043237571,-4.44049194215,-5.06567864297,-4.43400952071,-4.89027739372,-4.39218867667,-4.8666992733,-5.06836401102,-4.66086366119
2,-4.01617554447,-4.2939220859,-3.80988132979,-4.18423202651,-3.18706867798,-4.18539412887,-4.305507736,-3.5290185328,-3.40681416834,-3.15048723614
3,-4.17776653799,-3.00640068711,-3.64842079495,-4.10823323585,-2.89272427521,-3.80989809406,-3.36477640376,-3.21599863772,-3.69671763753,-3.29757959732
4,-3.2780804583,-4.61874081737,-3.61779438611,-3.97726572727,-3.55973332036,-3.7355403266,-4.14929691371,-3.32579681951,-3.96873975579,-3.36389878003
5,-3.36659922396,-4.01094562413,-3.31454189971,-3.47676321468,-3.78746194647,-4.22628058373,-4.15212449781,-3.1852744828,-4.05930902087,-3.40003833512
6,-4.23806853158,-3.66587032373,-3.58692897028,-3.87126998212,-3.94319673685,-4.32526443617,-3.53073367775,-4.00504070107,-3.84721798377,-4.70943279882
7,-5.13040460216,-4.16357359418,-4.31782721874,-4.60031458179,-4.39726894039,-4.98228999705,-4.35562302998,-4.62038446325,-4.70276974124,-5.05394571278
8,-3.67788732895,-2.85860506213,-2.80094138684,-2.90471074354,-3.94032595227,-3.52745081252,-3.73529292057,-2.92111502498,-2.93421431117,-3.35157094087
9,-3.51316900046,-3.77109089002,-3.40833557244,-3.43196167771,-3.8348760655,-3.50182908983,-3.43084179708,-4.68627466859,-3.35352009654,-4.16683553533
10,-4.40198979357,-3.39237964964,-4.27355767324,-3.43098440676,-4.44362674577,-3.27760351184,-3.91152472158,-4.49427577931,-3.52650692542,-3.54098961442
11,-2.66107037374,-2.99541153699,-2.61768625078,-2.64950609001,-3.85744562908,-3.01445188058,-3.49509924919,-2.63092295413,-2.78630099984,-2.86425356893
12,-4.63566478654,-3.83799432121,-3.93447201506,-4.36077805073,-4.3401434608,-4.58181642887,-3.95076970255,-3.79704985276,-4.24650769463,-4.4327189711
